"Year","Month","SKU","Category","Units","GrossSales"
"2019","4",3316158,"Baby","601.00","7061.75"
"2019","5",3316158,"Baby","661.00","7766.75"
"2019","5",3316158,"Baby","661.00","7766.75"
"2018","11",3339397,"International","557.00","1643.15"
"2018","12",3339397,"International","579.00","1708.05"
"2018","12",3339397,"International","579.00","1708.05"
"2019","1",3339397,"International","567.00","1672.65"
"2019","1",3339397,"International","567.00","1672.65"
"2019","2",3339397,"International","595.00","1755.25"
"2019","2",3339397,"International","595.00","1755.25"
"2019","3",3339397,"International","589.00","1737.55"
"2019","3",3339397,"International","589.00","1737.55"
"2019","4",3339397,"International","601.00","1772.95"
"2019","4",3339397,"International","601.00","1772.95"
"2019","5",3339397,"International","619.00","1826.05"
"2019","5",3339397,"International","619.00","1826.05"
"2018","12",3352536,"Baby","425.00","212.50"
"2019","1",3352536,"Baby","421.00","210.50"
"2019","2",3352536,"Baby","429.00","214.50"
"2019","3",3352536,"Baby","438.00","219.00"
"2019","4",3352536,"Baby","442.00","221.00"
"2019","5",3352536,"Baby","460.00","230.00"
"2018","11",3357534,"Snacks","396.00","4158.00"
"2018","12",3357534,"Snacks","416.00","4368.00"
"2019","1",3357534,"Snacks","437.00","4588.50"
"2019","2",3357534,"Snacks","441.00","4630.50"
"2019","3",3357534,"Snacks","459.00","4819.50"
"2019","4",3357534,"Snacks","473.00","4966.50"
"2019","5",3357534,"Snacks","459.00","4819.50"
"2018","12",3370247,"Snacks","213.00","3780.75"
"2019","1",3370247,"Snacks","209.00","3709.75"
"2019","2",3370247,"Snacks","219.00","3887.25"
"2019","3",3370247,"Snacks","226.00","4011.50"
"2019","4",3370247,"Snacks","221.00","3922.75"
"2019","5",3370247,"Snacks","243.00","4313.25"
"2018","11",3391829,"Dairy","884.00","16787.16"
"2018","12",3391829,"Dairy","911.00","17299.89"
"2019","1",3391829,"Dairy","929.00","17641.71"
"2019","2",3391829,"Dairy","966.00","18344.34"
"2019","3",3391829,"Dairy","947.00","17983.53"
"2019","4",3391829,"Dairy","994.00","18876.06"
"2019","5",3391829,"Dairy","1054.00","20015.46"
"2018","11",3406484,"International","378.00","7556.22"
"2018","12",3406484,"International","382.00","7636.18"
"2018","12",3406484,"International","382.00","7636.18"
"2019","1",3406484,"International","371.00","7416.29"
"2019","1",3406484,"International","371.00","7416.29"
"2019","2",3406484,"International","386.00","7716.14"
"2019","2",3406484,"International","386.00","7716.14"
"2019","3",3406484,"International","390.00","7796.10"
"2019","3",3406484,"International","390.00","7796.10"
"2019","4",3406484,"International","382.00","7636.18"
"2019","4",3406484,"International","382.00","7636.18"
"2019","5",3406484,"International","386.00","7716.14"
"2019","5",3406484,"International","386.00","7716.14"
"2018","11",3440328,"Sodas and Drinks","797.00","2351.15"
"2018","12",3440328,"Sodas and Drinks","797.00","2351.15"
"2018","12",3440328,"Sodas and Drinks","797.00","2351.15"
"2019","1",3440328,"Sodas and Drinks","789.00","2327.55"
"2019","1",3440328,"Sodas and Drinks","789.00","2327.55"
"2019","2",3440328,"Sodas and Drinks","821.00","2421.95"
"2019","2",3440328,"Sodas and Drinks","821.00","2421.95"
"2019","3",3440328,"Sodas and Drinks","805.00","2374.75"
"2019","3",3440328,"Sodas and Drinks","805.00","2374.75"
"2019","4",3440328,"Sodas and Drinks","821.00","2421.95"
"2019","4",3440328,"Sodas and Drinks","821.00","2421.95"
"2019","5",3440328,"Sodas and Drinks","895.00","2640.25"
"2019","5",3440328,"Sodas and Drinks","895.00","2640.25"
"2018","11",3472073,"International","829.00","15709.55"
"2018","12",3472073,"International","821.00","15557.95"
"2018","12",3472073,"International","821.00","15557.95"
"2019","1",3472073,"International","837.00","15861.15"
"2019","1",3472073,"International","837.00","15861.15"
"2019","2",3472073,"International","870.00","16486.50"
"2019","2",3472073,"International","870.00","16486.50"
"2019","3",3472073,"International","870.00","16486.50"
"2019","3",3472073,"International","870.00","16486.50"
"2019","4",3472073,"International","914.00","17320.30"
"2019","4",3472073,"International","914.00","17320.30"
"2019","5",3472073,"International","960.00","18192.00"
"2019","5",3472073,"International","960.00","18192.00"
"2018","11",3480956,"Refrigerated","659.00","5924.41"
"2018","12",3480956,"Refrigerated","679.00","6104.21"
"2018","12",3480956,"Refrigerated","679.00","6104.21"
"2019","1",3480956,"Refrigerated","693.00","6230.07"
"2019","1",3480956,"Refrigerated","693.00","6230.07"
"2019","2",3480956,"Refrigerated","700.00","6293.00"
"2019","2",3480956,"Refrigerated","700.00","6293.00"
"2019","3",3480956,"Refrigerated","686.00","6167.14"
"2019","3",3480956,"Refrigerated","686.00","6167.14"
"2019","4",3480956,"Refrigerated","700.00","6293.00"
"2019","4",3480956,"Refrigerated","700.00","6293.00"
"2019","5",3480956,"Refrigerated","728.00","6544.72"
"2019","5",3480956,"Refrigerated","728.00","6544.72"
"2018","11",3495905,"Produce","395.00","2370.00"
"2018","12",3495905,"Produce","407.00","2442.00"
"2018","12",3495905,"Produce","407.00","2442.00"
"2019","1",3495905,"Produce","395.00","2370.00"
"2019","1",3495905,"Produce","395.00","2370.00"
"2019","2",3495905,"Produce","383.00","2298.00"
"2019","2",3495905,"Produce","383.00","2298.00"
"2019","3",3495905,"Produce","391.00","2346.00"
"2019","3",3495905,"Produce","391.00","2346.00"
"2019","4",3495905,"Produce","407.00","2442.00"
"2019","4",3495905,"Produce","407.00","2442.00"
"2019","5",3495905,"Produce","444.00","2664.00"
"2019","5",3495905,"Produce","444.00","2664.00"
"2018","11",3515100,"Freezer","468.00","463.32"
"2018","12",3515100,"Freezer","463.00","458.37"
"2018","12",3515100,"Freezer","463.00","458.37"
"2019","1",3515100,"Freezer","472.00","467.28"
"2019","1",3515100,"Freezer","472.00","467.28"
"2019","2",3515100,"Freezer","486.00","481.14"
"2019","2",3515100,"Freezer","486.00","481.14"
"2019","3",3515100,"Freezer","486.00","481.14"
"2019","3",3515100,"Freezer","486.00","481.14"
"2019","4",3515100,"Freezer","476.00","471.24"
"2019","4",3515100,"Freezer","476.00","471.24"
"2019","5",3515100,"Freezer","486.00","481.14"
"2019","5",3515100,"Freezer","486.00","481.14"
"2018","11",3517707,"Refrigerated","795.00","15892.05"
"2018","12",3517707,"Refrigerated","811.00","16211.89"
"2018","12",3517707,"Refrigerated","811.00","16211.89"
"2019","1",3517707,"Refrigerated","819.00","16371.81"
"2019","1",3517707,"Refrigerated","819.00","16371.81"
"2019","2",3517707,"Refrigerated","827.00","16531.73"
"2019","2",3517707,"Refrigerated","827.00","16531.73"
"2019","3",3517707,"Refrigerated","827.00","16531.73"
"2019","3",3517707,"Refrigerated","827.00","16531.73"
"2019","4",3517707,"Refrigerated","827.00","16531.73"
"2019","4",3517707,"Refrigerated","827.00","16531.73"
"2019","5",3517707,"Refrigerated","901.00","18010.99"
"2019","5",3517707,"Refrigerated","901.00","18010.99"
"2018","11",3545476,"Produce","40.00","438.00"
"2018","12",3545476,"Produce","39.00","427.05"
"2018","12",3545476,"Produce","39.00","427.05"
"2019","1",3545476,"Produce","39.00","427.05"
"2019","1",3545476,"Produce","39.00","427.05"
"2019","2",3545476,"Produce","39.00","427.05"
"2019","2",3545476,"Produce","39.00","427.05"
"2019","3",3545476,"Produce","38.00","416.10"
"2019","3",3545476,"Produce","38.00","416.10"
"2019","4",3545476,"Produce","40.00","438.00"
"2019","4",3545476,"Produce","40.00","438.00"
"2019","5",3545476,"Produce","40.00","438.00"
"2019","5",3545476,"Produce","40.00","438.00"
"2018","11",3564261,"Refrigerated","296.00","3833.20"
"2018","12",3564261,"Refrigerated","296.00","3833.20"
"2018","12",3564261,"Refrigerated","296.00","3833.20"
"2019","1",3564261,"Refrigerated","299.00","3872.05"
"2019","1",3564261,"Refrigerated","299.00","3872.05"
"2019","2",3564261,"Refrigerated","296.00","3833.20"
"2019","2",3564261,"Refrigerated","296.00","3833.20"
"2019","3",3564261,"Refrigerated","305.00","3949.75"
"2019","3",3564261,"Refrigerated","305.00","3949.75"
"2019","4",3564261,"Refrigerated","317.00","4105.15"
"2019","4",3564261,"Refrigerated","317.00","4105.15"
"2019","5",3564261,"Refrigerated","349.00","4519.55"
"2019","5",3564261,"Refrigerated","349.00","4519.55"
"2018","11",3573581,"Freezer","882.00","3087.00"
"2018","12",3573581,"Freezer","900.00","3150.00"
"2018","12",3573581,"Freezer","900.00","3150.00"
"2019","1",3573581,"Freezer","873.00","3055.50"
"2019","1",3573581,"Freezer","873.00","3055.50"
"2019","2",3573581,"Freezer","899.00","3146.50"
"2019","2",3573581,"Freezer","899.00","3146.50"
"2019","3",3573581,"Freezer","944.00","3304.00"
"2019","3",3573581,"Freezer","944.00","3304.00"
"2019","4",3573581,"Freezer","953.00","3335.50"
"2019","4",3573581,"Freezer","953.00","3335.50"
"2019","5",3573581,"Freezer","934.00","3269.00"
"2019","5",3573581,"Freezer","934.00","3269.00"
"2018","11",3593889,"Snacks","27.00","472.50"
"2018","12",3593889,"Snacks","28.00","490.00"
"2018","12",3593889,"Snacks","28.00","490.00"
"2019","1",3593889,"Snacks","27.00","472.50"
"2019","1",3593889,"Snacks","27.00","472.50"
"2019","2",3593889,"Snacks","28.00","490.00"
"2019","2",3593889,"Snacks","28.00","490.00"
"2019","3",3593889,"Snacks","27.00","472.50"
"2019","3",3593889,"Snacks","27.00","472.50"
"2019","4",3593889,"Snacks","26.00","455.00"
"2019","4",3593889,"Snacks","26.00","455.00"
"2019","5",3593889,"Snacks","28.00","490.00"
"2019","5",3593889,"Snacks","28.00","490.00"
"2018","11",3597520,"Sodas and Drinks","851.00","14424.45"
"2018","12",3597520,"Sodas and Drinks","842.00","14271.90"
"2018","12",3597520,"Sodas and Drinks","842.00","14271.90"
"2019","1",3597520,"Sodas and Drinks","834.00","14136.30"
"2019","1",3597520,"Sodas and Drinks","834.00","14136.30"
"2019","2",3597520,"Sodas and Drinks","809.00","13712.55"
"2019","2",3597520,"Sodas and Drinks","809.00","13712.55"
"2019","3",3597520,"Sodas and Drinks","825.00","13983.75"
"2019","3",3597520,"Sodas and Drinks","825.00","13983.75"
"2019","4",3597520,"Sodas and Drinks","858.00","14543.10"
"2019","4",3597520,"Sodas and Drinks","858.00","14543.10"
"2019","5",3597520,"Sodas and Drinks","841.00","14254.95"
"2019","5",3597520,"Sodas and Drinks","841.00","14254.95"
"2018","11",3616829,"Refrigerated","891.00","2628.45"
"2018","12",3616829,"Refrigerated","927.00","2734.65"
"2018","12",3616829,"Refrigerated","927.00","2734.65"
"2019","1",3616829,"Refrigerated","927.00","2734.65"
"2019","1",3616829,"Refrigerated","927.00","2734.65"
"2019","2",3616829,"Refrigerated","908.00","2678.60"
"2019","2",3616829,"Refrigerated","908.00","2678.60"
"2019","3",3616829,"Refrigerated","908.00","2678.60"
"2019","3",3616829,"Refrigerated","908.00","2678.60"
"2019","4",3616829,"Refrigerated","944.00","2784.80"
"2019","4",3616829,"Refrigerated","944.00","2784.80"
"2019","5",3616829,"Refrigerated","1001.00","2952.95"
"2019","5",3616829,"Refrigerated","1001.00","2952.95"
"2018","11",3627013,"Produce","281.00","278.19"
"2018","12",3627013,"Produce","281.00","278.19"
"2018","12",3627013,"Produce","281.00","278.19"
"2019","1",3627013,"Produce","287.00","284.13"
"2019","1",3627013,"Produce","287.00","284.13"
"2019","2",3627013,"Produce","293.00","290.07"
"2019","2",3627013,"Produce","293.00","290.07"
"2019","3",3627013,"Produce","290.00","287.10"
"2019","3",3627013,"Produce","290.00","287.10"
"2019","4",3627013,"Produce","305.00","301.95"
"2019","4",3627013,"Produce","305.00","301.95"
"2019","5",3627013,"Produce","311.00","307.89"
"2019","5",3627013,"Produce","311.00","307.89"
"2018","11",3635215,"Sodas and Drinks","279.00","4115.25"
"2018","12",3635215,"Sodas and Drinks","290.00","4277.50"
"2018","12",3635215,"Sodas and Drinks","290.00","4277.50"
"2019","1",3635215,"Sodas and Drinks","302.00","4454.50"
"2019","1",3635215,"Sodas and Drinks","302.00","4454.50"
"2019","2",3635215,"Sodas and Drinks","293.00","4321.75"
"2019","2",3635215,"Sodas and Drinks","293.00","4321.75"
"2019","3",3635215,"Sodas and Drinks","293.00","4321.75"
"2019","3",3635215,"Sodas and Drinks","293.00","4321.75"
"2019","4",3635215,"Sodas and Drinks","308.00","4543.00"
"2019","4",3635215,"Sodas and Drinks","308.00","4543.00"
"2019","5",3635215,"Sodas and Drinks","323.00","4764.25"
"2019","5",3635215,"Sodas and Drinks","323.00","4764.25"
"2018","11",3669337,"Produce","134.00","2539.30"
"2018","12",3669337,"Produce","135.00","2558.25"
"2018","12",3669337,"Produce","135.00","2558.25"
"2019","1",3669337,"Produce","142.00","2690.90"
"2019","1",3669337,"Produce","142.00","2690.90"
"2019","2",3669337,"Produce","141.00","2671.95"
"2019","2",3669337,"Produce","141.00","2671.95"
"2019","3",3669337,"Produce","138.00","2615.10"
"2019","3",3669337,"Produce","138.00","2615.10"
"2019","4",3669337,"Produce","135.00","2558.25"
"2019","4",3669337,"Produce","135.00","2558.25"
"2019","5",3669337,"Produce","146.00","2766.70"
"2019","5",3669337,"Produce","146.00","2766.70"
"2018","11",3712435,"International","87.00","1130.13"
"2018","12",3712435,"International","89.00","1156.11"
"2018","12",3712435,"International","89.00","1156.11"
"2019","1",3712435,"International","92.00","1195.08"
"2019","1",3712435,"International","92.00","1195.08"
"2019","2",3712435,"International","94.00","1221.06"
"2019","2",3712435,"International","94.00","1221.06"
"2019","3",3712435,"International","95.00","1234.05"
"2019","3",3712435,"International","95.00","1234.05"
"2019","4",3712435,"International","99.00","1286.01"
"2019","4",3712435,"International","99.00","1286.01"
"2019","5",3712435,"International","108.00","1402.92"
"2019","5",3712435,"International","108.00","1402.92"
"2018","11",3722512,"Baby","142.00","418.90"
"2018","12",3722512,"Baby","141.00","415.95"
"2018","12",3722512,"Baby","141.00","415.95"
"2019","1",3722512,"Baby","138.00","407.10"
"2019","1",3722512,"Baby","138.00","407.10"
"2019","2",3722512,"Baby","141.00","415.95"
"2019","2",3722512,"Baby","141.00","415.95"
"2019","3",3722512,"Baby","148.00","436.60"
"2019","3",3722512,"Baby","148.00","436.60"
"2019","4",3722512,"Baby","152.00","448.40"
"2019","4",3722512,"Baby","152.00","448.40"
"2019","5",3722512,"Baby","160.00","472.00"
"2019","5",3722512,"Baby","160.00","472.00"
"2018","11",3729850,"Freezer","8.00","127.92"
"2018","12",3729850,"Freezer","8.00","127.92"
"2018","12",3729850,"Freezer","8.00","127.92"
"2019","1",3729850,"Freezer","8.00","127.92"
"2019","1",3729850,"Freezer","8.00","127.92"
"2019","2",3729850,"Freezer","8.00","127.92"
"2019","2",3729850,"Freezer","8.00","127.92"
"2019","3",3729850,"Freezer","8.00","127.92"
"2019","3",3729850,"Freezer","8.00","127.92"
"2019","4",3729850,"Freezer","8.00","127.92"
"2019","4",3729850,"Freezer","8.00","127.92"
"2019","5",3729850,"Freezer","8.00","127.92"
"2019","5",3729850,"Freezer","8.00","127.92"
"2018","11",3733892,"Sodas and Drinks","639.00","632.61"
"2018","12",3733892,"Sodas and Drinks","658.00","651.42"
"2019","1",3733892,"Sodas and Drinks","684.00","677.16"
"2019","2",3733892,"Sodas and Drinks","718.00","710.82"
"2019","3",3733892,"Sodas and Drinks","718.00","710.82"
"2019","4",3733892,"Sodas and Drinks","747.00","739.53"
"2019","5",3733892,"Sodas and Drinks","732.00","724.68"
"2018","12",3734776,"Canned Goods","568.00","4828.00"
"2019","1",3734776,"Canned Goods","562.00","4777.00"
"2019","2",3734776,"Canned Goods","573.00","4870.50"
"2019","3",3734776,"Canned Goods","567.00","4819.50"
"2019","4",3734776,"Canned Goods","578.00","4913.00"
"2019","5",3734776,"Canned Goods","549.00","4666.50"
"2018","11",3738841,"Sodas and Drinks","862.00","8611.38"
"2018","12",3738841,"Sodas and Drinks","871.00","8701.29"
"2019","1",3738841,"Sodas and Drinks","845.00","8441.55"
"2019","2",3738841,"Sodas and Drinks","845.00","8441.55"
"2019","3",3738841,"Sodas and Drinks","862.00","8611.38"
"2019","4",3738841,"Sodas and Drinks","896.00","8951.04"
"2019","5",3738841,"Sodas and Drinks","941.00","9400.59"
"2018","12",3741975,"International","906.00","4520.94"
"2019","1",3741975,"International","951.00","4745.49"
"2019","2",3741975,"International","961.00","4795.39"
"2019","3",3741975,"International","942.00","4700.58"
"2019","4",3741975,"International","951.00","4745.49"
"2019","5",3741975,"International","1037.00","5174.63"
"2018","11",3756790,"Produce","523.00","1307.50"
"2018","12",3756790,"Produce","513.00","1282.50"
"2019","1",3756790,"Produce","528.00","1320.00"
"2019","2",3756790,"Produce","544.00","1360.00"
"2019","3",3756790,"Produce","560.00","1400.00"
"2019","4",3756790,"Produce","566.00","1415.00"
"2019","5",3756790,"Produce","589.00","1472.50"
"2018","12",3761792,"Snacks","583.00","2326.17"
"2019","1",3761792,"Snacks","583.00","2326.17"
"2019","2",3761792,"Snacks","612.00","2441.88"
"2019","3",3761792,"Snacks","636.00","2537.64"
"2019","4",3761792,"Snacks","623.00","2485.77"
"2019","5",3761792,"Snacks","635.00","2533.65"
"2018","11",3775303,"Baby","810.00","1579.50"
"2018","12",3775303,"Baby","842.00","1641.90"
"2019","1",3775303,"Baby","850.00","1657.50"
"2019","2",3775303,"Baby","859.00","1675.05"
"2019","3",3775303,"Baby","893.00","1741.35"
"2019","4",3775303,"Baby","866.00","1688.70"
"2019","5",3775303,"Baby","935.00","1823.25"
"2018","12",3790457,"Produce","494.00","9361.30"
"2019","1",3790457,"Produce","504.00","9550.80"
"2019","2",3790457,"Produce","489.00","9266.55"
"2019","3",3790457,"Produce","504.00","9550.80"
"2019","4",3790457,"Produce","514.00","9740.30"
"2019","5",3790457,"Produce","550.00","10422.50"
"2018","11",3794263,"Dairy","929.00","4635.71"
"2018","12",3794263,"Dairy","957.00","4775.43"
"2019","1",3794263,"Dairy","995.00","4965.05"
"2019","2",3794263,"Dairy","1015.00","5064.85"
"2019","3",3794263,"Dairy","1025.00","5114.75"
"2019","4",3794263,"Dairy","1005.00","5014.95"
"2019","5",3794263,"Dairy","995.00","4965.05"
"2018","12",3801414,"Produce","985.00","935.75"
"2019","1",3801414,"Produce","1005.00","954.75"
"2019","2",3801414,"Produce","1035.00","983.25"
"2019","3",3801414,"Produce","1004.00","953.80"
"2019","4",3801414,"Produce","1054.00","1001.30"
"2019","5",3801414,"Produce","1128.00","1071.60"
"2018","11",3810886,"Produce","577.00","3433.15"
"2018","12",3810886,"Produce","577.00","3433.15"
"2019","1",3810886,"Produce","594.00","3534.30"
"2019","2",3810886,"Produce","606.00","3605.70"
"2019","3",3810886,"Produce","624.00","3712.80"
"2019","4",3810886,"Produce","630.00","3748.50"
"2019","5",3810886,"Produce","605.00","3599.75"
"2018","12",3816517,"Dairy","318.00","632.82"
"2019","1",3816517,"Dairy","315.00","626.85"
"2019","2",3816517,"Dairy","331.00","658.69"
"2019","3",3816517,"Dairy","348.00","692.52"
"2019","4",3816517,"Dairy","358.00","712.42"
"2019","5",3816517,"Dairy","351.00","698.49"
"2018","11",3831074,"Canned Goods","316.00","5988.20"
"2018","12",3831074,"Canned Goods","316.00","5988.20"
"2019","1",3831074,"Canned Goods","316.00","5988.20"
"2019","2",3831074,"Canned Goods","316.00","5988.20"
"2019","3",3831074,"Canned Goods","313.00","5931.35"
"2019","4",3831074,"Canned Goods","304.00","5760.80"
"2019","5",3831074,"Canned Goods","331.00","6272.45"
"2018","12",3859113,"Sodas and Drinks","71.00","496.29"
"2019","1",3859113,"Sodas and Drinks","69.00","482.31"
"2019","2",3859113,"Sodas and Drinks","69.00","482.31"
"2019","3",3859113,"Sodas and Drinks","70.00","489.30"
"2019","4",3859113,"Sodas and Drinks","72.00","503.28"
"2019","5",3859113,"Sodas and Drinks","79.00","552.21"
"2018","11",3866983,"Baby","768.00","3801.60"
"2018","12",3866983,"Baby","753.00","3727.35"
"2019","1",3866983,"Baby","791.00","3915.45"
"2019","2",3866983,"Baby","791.00","3915.45"
"2019","3",3866983,"Baby","815.00","4034.25"
"2019","4",3866983,"Baby","839.00","4153.05"
"2019","5",3866983,"Baby","805.00","3984.75"
"2018","12",3868142,"Produce","143.00","214.50"
"2019","1",3868142,"Produce","147.00","220.50"
"2019","2",3868142,"Produce","153.00","229.50"
"2019","3",3868142,"Produce","155.00","232.50"
"2019","4",3868142,"Produce","155.00","232.50"
"2019","5",3868142,"Produce","157.00","235.50"
"2018","11",3891006,"Canned Goods","607.00","4552.50"
"2018","12",3891006,"Canned Goods","595.00","4462.50"
"2018","12",3891006,"Canned Goods","595.00","4462.50"
"2019","1",3891006,"Canned Goods","577.00","4327.50"
"2019","1",3891006,"Canned Goods","577.00","4327.50"
"2019","2",3891006,"Canned Goods","606.00","4545.00"
"2019","2",3891006,"Canned Goods","606.00","4545.00"
"2019","3",3891006,"Canned Goods","636.00","4770.00"
"2019","3",3891006,"Canned Goods","636.00","4770.00"
"2019","4",3891006,"Canned Goods","642.00","4815.00"
"2019","4",3891006,"Canned Goods","642.00","4815.00"
"2019","5",3891006,"Canned Goods","693.00","5197.50"
"2019","5",3891006,"Canned Goods","693.00","5197.50"
"2018","11",3895358,"Freezer","134.00","1601.30"
"2018","12",3895358,"Freezer","138.00","1649.10"
"2018","12",3895358,"Freezer","138.00","1649.10"
"2019","1",3895358,"Freezer","139.00","1661.05"
"2019","1",3895358,"Freezer","139.00","1661.05"
"2019","2",3895358,"Freezer","135.00","1613.25"
"2019","2",3895358,"Freezer","135.00","1613.25"
"2019","3",3895358,"Freezer","132.00","1577.40"
"2019","3",3895358,"Freezer","132.00","1577.40"
"2019","4",3895358,"Freezer","128.00","1529.60"
"2019","4",3895358,"Freezer","128.00","1529.60"
"2019","5",3895358,"Freezer","140.00","1673.00"
"2019","5",3895358,"Freezer","140.00","1673.00"
"2018","11",3920209,"Produce","894.00","16941.30"
"2018","12",3920209,"Produce","867.00","16429.65"
"2018","12",3920209,"Produce","867.00","16429.65"
"2019","1",3920209,"Produce","858.00","16259.10"
"2019","1",3920209,"Produce","858.00","16259.10"
"2019","2",3920209,"Produce","884.00","16751.80"
"2019","2",3920209,"Produce","884.00","16751.80"
"2019","3",3920209,"Produce","902.00","17092.90"
"2019","3",3920209,"Produce","902.00","17092.90"
"2019","4",3920209,"Produce","947.00","17945.65"
"2019","4",3920209,"Produce","947.00","17945.65"
"2019","5",3920209,"Produce","919.00","17415.05"
"2019","5",3920209,"Produce","919.00","17415.05"
"2018","11",3934845,"Produce","505.00","4292.50"
"2018","12",3934845,"Produce","490.00","4165.00"
"2018","12",3934845,"Produce","490.00","4165.00"
"2019","1",3934845,"Produce","505.00","4292.50"
"2019","1",3934845,"Produce","505.00","4292.50"
"2019","2",3934845,"Produce","495.00","4207.50"
"2019","2",3934845,"Produce","495.00","4207.50"
"2019","3",3934845,"Produce","495.00","4207.50"
"2019","3",3934845,"Produce","495.00","4207.50"
"2019","4",3934845,"Produce","485.00","4122.50"
"2019","4",3934845,"Produce","485.00","4122.50"
"2019","5",3934845,"Produce","534.00","4539.00"
"2019","5",3934845,"Produce","534.00","4539.00"
"2018","11",3958999,"Produce","37.00","294.15"
"2018","12",3958999,"Produce","38.00","302.10"
"2019","1",3958999,"Produce","39.00","310.05"
"2019","2",3958999,"Produce","41.00","325.95"
"2019","3",3958999,"Produce","40.00","318.00"
"2019","4",3958999,"Produce","41.00","325.95"
"2018","12",3974564,"Canned Goods","227.00","4256.25"
"2019","1",3974564,"Canned Goods","227.00","4256.25"
"2019","2",3974564,"Canned Goods","220.00","4125.00"
"2019","3",3974564,"Canned Goods","222.00","4162.50"
"2019","4",3974564,"Canned Goods","222.00","4162.50"
"2019","5",3974564,"Canned Goods","240.00","4500.00"
"2018","11",3976228,"Produce","785.00","4702.15"
"2018","12",3976228,"Produce","777.00","4654.23"
"2019","1",3976228,"Produce","816.00","4887.84"
"2019","2",3976228,"Produce","832.00","4983.68"
"2019","3",3976228,"Produce","807.00","4833.93"
"2019","4",3976228,"Produce","807.00","4833.93"
"2019","5",3976228,"Produce","888.00","5319.12"
"2018","12",3981434,"Snacks","487.00","852.25"
"2019","1",3981434,"Snacks","497.00","869.75"
"2019","2",3981434,"Snacks","522.00","913.50"
"2019","3",3981434,"Snacks","532.00","931.00"
"2019","4",3981434,"Snacks","521.00","911.75"
"2019","5",3981434,"Snacks","563.00","985.25"
"2018","11",3983023,"Produce","592.00","11544.00"
"2018","12",3983023,"Produce","604.00","11778.00"
"2019","1",3983023,"Produce","616.00","12012.00"
"2019","2",3983023,"Produce","598.00","11661.00"
"2019","3",3983023,"Produce","598.00","11661.00"
"2019","4",3983023,"Produce","628.00","12246.00"
"2019","5",3983023,"Produce","615.00","11992.50"
"2018","12",4003897,"Produce","677.00","1320.15"
"2019","1",4003897,"Produce","677.00","1320.15"
"2019","2",4003897,"Produce","657.00","1281.15"
"2019","3",4003897,"Produce","637.00","1242.15"
"2019","4",4003897,"Produce","662.00","1290.90"
"2019","5",4003897,"Produce","702.00","1368.90"
"2018","11",4011581,"International","510.00","7134.90"
"2018","12",4011581,"International","530.00","7414.70"
"2019","1",4011581,"International","551.00","7708.49"
"2019","2",4011581,"International","562.00","7862.38"
"2019","3",4011581,"International","551.00","7708.49"
"2019","4",4011581,"International","551.00","7708.49"
"2019","5",4011581,"International","562.00","7862.38"
"2018","12",4036525,"International","843.00","9264.57"
"2019","1",4036525,"International","835.00","9176.65"
"2019","2",4036525,"International","843.00","9264.57"
"2019","3",4036525,"International","843.00","9264.57"
"2019","4",4036525,"International","835.00","9176.65"
"2019","5",4036525,"International","852.00","9363.48"
"2018","11",4040941,"Produce","655.00","10447.25"
"2018","12",4040941,"Produce","662.00","10558.90"
"2019","1",4040941,"Produce","642.00","10239.90"
"2019","2",4040941,"Produce","636.00","10144.20"
"2019","3",4040941,"Produce","623.00","9936.85"
"2019","4",4040941,"Produce","611.00","9745.45"
"2019","5",4040941,"Produce","635.00","10128.25"
"2018","12",4045892,"Freezer","876.00","7840.20"
"2019","1",4045892,"Freezer","867.00","7759.65"
"2019","2",4045892,"Freezer","850.00","7607.50"
"2019","3",4045892,"Freezer","850.00","7607.50"
"2019","4",4045892,"Freezer","842.00","7535.90"
"2019","5",4045892,"Freezer","842.00","7535.90"
"2018","11",4051272,"Produce","695.00","5553.05"
"2018","12",4051272,"Produce","709.00","5664.91"
"2019","1",4051272,"Produce","730.00","5832.70"
"2019","2",4051272,"Produce","767.00","6128.33"
"2019","3",4051272,"Produce","752.00","6008.48"
"2019","4",4051272,"Produce","737.00","5888.63"
"2019","5",4051272,"Produce","803.00","6415.97"
"2018","12",4058580,"International","232.00","3013.68"
"2019","1",4058580,"International","225.00","2922.75"
"2019","2",4058580,"International","232.00","3013.68"
"2019","3",4058580,"International","239.00","3104.61"
"2019","4",4058580,"International","232.00","3013.68"
"2019","5",4058580,"International","223.00","2896.77"
"2018","11",4059148,"Snacks","379.00","1512.21"
"2018","12",4059148,"Snacks","398.00","1588.02"
"2019","1",4059148,"Snacks","414.00","1651.86"
"2019","2",4059148,"Snacks","406.00","1619.94"
"2019","3",4059148,"Snacks","398.00","1588.02"
"2019","4",4059148,"Snacks","414.00","1651.86"
"2019","5",4059148,"Snacks","447.00","1783.53"
"2018","12",4063029,"Snacks","90.00","265.50"
"2019","1",4063029,"Snacks","94.00","277.30"
"2019","2",4063029,"Snacks","94.00","277.30"
"2019","3",4063029,"Snacks","95.00","280.25"
"2019","4",4063029,"Snacks","98.00","289.10"
"2019","5",4063029,"Snacks","100.00","295.00"
"2018","11",4084029,"Refrigerated","949.00","18932.55"
"2018","12",4084029,"Refrigerated","949.00","18932.55"
"2019","1",4084029,"Refrigerated","996.00","19870.20"
"2019","2",4084029,"Refrigerated","1046.00","20867.70"
